,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you know local or online resources to seek help for a mental health issue?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you currently have a mental health disorder?,Have you ever been diagnosed with a mental health disorder?,What disorder(s) have you been diagnosed with?,"If possibly, what disorder(s) do you believe you have?","If so, what disorder(s) were you diagnosed with?",Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when NOT being treated effectively (i.e., when you are experiencing symptoms)?",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up your mental health with a potential employer in an interview?,Are you openly identified at work as a person with a mental health issue?,Has being identified as a person with a mental health issue affected your career?,How has it affected your career?,"If they knew you suffered from a mental health disorder, how do you think that team members/co-workers would react?",Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced supportive or well handled response to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What is your race?,What country do you work in?,What US state or territory do you work in?,comments
308,True,,,,,,,,,,,,,,,,,,False,"Yes, I know several",Not applicable to me,,Not applicable to me,Not applicable to me,Yes,26-50%,True,True,"No, none did",N/A (none offered),None did,None did,No,Physical health,Some of my previous supervisors,False,At some of my previous employers,True,True,0.0,0.0,No,,,,,No,False,No,Not applicable to me,Not applicable to me,No,10,Yes,Maybe,False,,,5,"Yes, I observed",No,2,45,Male,Ireland,,,Ireland,,"I told them that felt like I was an impostor, that I was stealing a living because I was unable to concentrate and focus on my job. Thoughts and concerns about my family were constantly distracting me. They were supportive and revealed that they themselves were dealing with depression and had been for years, the medication they were taking dulled the anxiety but also their ability to concentrate and focus so it took them longer to complete tasks. It made me feel better that I wasn't alone in what I was experiencing but also more determined to not look to medication for a solution., A colleague once told me that they had almost committed suicide on the way to work that morning when they were crossing a bridge. It came as a complete shock to me to learn that they had been dealing with depression for longer than I had known them (6+ years) and such thoughts were a regular occurrence for them but this was the first time they had acted upon them. If it hadn't been for the intervention of a passerby they would have thrown themselves into the river., A colleague who had just volunteered the fact that they almost ended their life on the way to work was basically told ""Well you're here now so you might as well get on with the job."", Take an active interest in the person and tailor the approach to the needs of the individual. One size fits all offerings of gym membership and health insurance is nothing more than a HR box ticking exercise. Providing access to counseling services would probably be more beneficial. In 26 years of being in the industry I have never once availed of the services of a gym. I used to cycle to work every day and it was great physical exercise and also a chance to clear my mind. In the past year I have attended a counselor and have found it very beneficial, my only regret is that I didn't have the opportunity or wasn't aware of it's benefits 20+ years ago. Helping people identify and deal with issues they are experiencing would be of huge benefit to an organisation. In addition to making the affected individual happier about themselves, they would be more productive in an environment where they felt they as an individual were cared about., Keep up the good work!"
309,True,,,,,,,,,,,,,,,,,,True,"No, I don't know any","Sometimes, if it comes up",I'm not sure,"Sometimes, if it comes up",Positively,Yes,26-50%,True,True,"No, none did",N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",True,"No, at none of my previous employers",True,True,6.0,1.0,Possibly,,,"Post-traumatic Stress Disorder, Dissociative Disorder, Stress Response Syndromes, Eating Disorder (Anorexia, Bulimia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",,Yes,True,I don't know,Sometimes,Often,Yes,5,Maybe,No,False,,,6,"Yes, I experienced",Maybe/Not sure,1,59,Female,United Kingdom,,,United Kingdom,,"After the death of my ex husband and father of my child, I said that I was finding it difficult to deal with pressures at home and at work and feel in control of my work. He was surprised at the admittance and agreed that he felt that I was not in control of what I needed to do at work. The upshot was that after a few weeks I was made redundant and given redundancy counselling which also happened to help with dealing with the bereavement, I described how I had been feeling and she suggested that I was depressed and that she shared that she was or had been on antidepressants and that I should go to the doctor and do the same, That they had also had a period of depression and had been or are on antidepressants, Lost my job, Create an atmosphere where it feels normal to have some issues, I feel that there should be an easy and obvious initial port of call to have an anonymous and unbiased conversation and pre-agreed process to handle thereafter"
310,False,26-100,True,True,I don't know,No,No,No,I don't know,Difficult,Physical health,Maybe,False,Maybe,False,False,3.0,0.0,,,,,,,,,True,True,"Yes, they all did",I was aware of some,Some did,Some did,Sometimes,Physical health,Some of my previous supervisors,True,At some of my previous employers,False,False,5.0,5.0,Yes,Yes,,,"Attention Deficit Hyperactivity Disorder, Post-traumatic Stress Disorder, Anxiety Disorder (Generalized, Social, Phobia, etc)",Yes,True,Yes,Often,Often,Yes,7,Maybe,Maybe,False,,,8,"Yes, I experienced",No,2,41,Male,United States of America,Ohio,I prefer not to answer,United States of America,Ohio,"ADHD was written off as an excuse., I’ve been told and made fun that I can’t stay focused to save my life. Everyone laughed. I wanted to die., Ask... encourage. Give an actual shit., Being different is difficult. Being me is worse."
311,False,More than 1000,False,True,Yes,No,I don't know,I don't know,Yes,Somewhat easy,Same level of comfort for each,Yes,True,Yes,True,False,7.0,5.0,,,,,,,,,True,True,"Yes, they all did",I was aware of some,None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,True,True,5.0,5.0,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Anxiety Disorder (Generalized, Social, Phobia, etc)",Yes,True,Yes,Sometimes,Sometimes,No,8,Maybe,Maybe,False,,,8,Maybe/Not sure,"Yes, I experienced",3,38,,United States of America,Tennessee,White,United States of America,Tennessee,
312,False,More than 1000,True,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Physical health,No,True,Maybe,True,False,8.0,8.0,,,,,,,,,True,True,Some did,I was aware of some,Some did,Some did,I don't know,Same level of comfort for each,Some of my previous supervisors,True,At some of my previous employers,True,True,8.0,8.0,No,,,,,Possibly,True,Yes,Sometimes,Not applicable to me,No,0,Maybe,Maybe,False,,,5,No,"Yes, I experienced",3,42,Female,United States of America,California,White,United States of America,California,"Support was offered, Stressed out., Was grieving because of death in the family., Grieving for lost parent., Depressed and stressed. Anxious a lot., Awareness, advocacy ,, Nothing"
313,False,100-500,True,True,I don't know,,No,I don't know,Yes,Very easy,Same level of comfort for each,Yes,True,Yes,True,True,6.0,8.0,,,,,,,,,True,False,Some did,"No, I only became aware later",None did,Some did,"Yes, always",Physical health,Some of my previous supervisors,False,"No, at none of my previous employers",False,False,5.0,5.0,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Anxiety Disorder (Generalized, Social, Phobia, etc)",Don't Know,True,Yes,Rarely,Often,No,5,Maybe,No,False,,,7,No,"Yes, I experienced",3,21,Male,United States of America,Ohio,White,United States of America,Ohio,"Mental health issue was taken seriosly and managment immediatly put measures in place to protect my mental health from further damange and took steps to help improve it overall., They had an understanding as some of them had gone through it themselves, no one had a bad stigma about it, Discussed their current battle with depression and other issues caused by stress from home, I think that they could be more supportive, clear up any misconceptions that other employees might have and activly look for employees that may be suffering a mental health issue such as depression to get them help before it's too late"
314,False,26-100,True,False,Yes,Yes,Yes,No,Yes,Somewhat difficult,Same level of comfort for each,Yes,False,Yes,True,True,9.0,3.0,,,,,,,,,True,False,"Yes, they all did",I was aware of some,Some did,Some did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,True,"Yes, at all of my previous employers",True,True,6.0,3.0,No,,,,,No,False,Yes,Not applicable to me,Not applicable to me,No,10,No,No,False,,,6,"Yes, I observed","Yes, I experienced",3,30,female,United States of America,Illinois,White,United States of America,Illinois,"1) We shared we were both in therapy; met each other with care & understanding. 2) Told coworker I was in therapy; coworker said they were considering therapy too. Generaly feel of openness, understanding., Generally shared they were in therapy, struggle with confidence/anxiety/depressive symptoms., Mentioned I had started therapy. Supervisor said they had done therapy too at various points and said if there was anything work-related to let them know., Shared generally about anxiety, depression, difficult moments in our lives., General conversations about anxiety, depression, PTSD symptoms, difficult moments in our lives., People not being treated well by their supervisors  
 and having emotional reactions to their treatment were not believed, supported, or cared for. People with power laughed, brushed off issues, and/or got defensive., More awareness and support for mental health at industry events and conferences (quiet/recharge rooms, information on who you could contact if you're experiencing overwhelm and just need to talk), none"
315,False,100-500,True,True,Yes,Yes,Yes,Yes,Yes,I don't know,Same level of comfort for each,Yes,True,Yes,False,False,8.0,8.0,,,,,,,,,True,False,"Yes, they all did",I was aware of some,Some did,"Yes, they all did","Yes, always",Same level of comfort for each,Some of my previous supervisors,False,At some of my previous employers,False,False,6.0,6.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Attention Deficit Hyperactivity Disorder, Post-traumatic Stress Disorder",Possibly,True,No,Rarely,Sometimes,No,8,No,Maybe,False,,,5,No,Maybe/Not sure,3,46,CIS Male,United States of America,New York,White,United States of America,New York,
316,True,,,,,,,,,,,,,,,,,,True,"Yes, I know several","No, because it would impact me negatively",,"No, because it would impact me negatively",Not applicable to me,Yes,51-75%,True,False,I don't know,N/A (was not aware),I don't know,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,True,8.0,5.0,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder, Obsessive-Compulsive Disorder",Yes,True,Yes,Rarely,Often,Yes,10,No,No,False,,,3,"Yes, I observed","Yes, I experienced",3,36,female,United States of America,New York,Black or African American,United States of America,New York,"Coworkers have come to me to vent/talk-through their feelings and/or ongoing states of stress, anxiety, melancholy, anger, worry, doubt, excitement, joy, and triumphs., bipolar disorder often gets blamed for mercuric personality disorders. as a result, while common mood disorders like depression are now openly acknowledged, they have become the universal label for all mental health disorders, combinations of and violent behaviors, including psychopathy., employee mental health needs to become part of the culture to be effective and valued. since people management is the center of culture, all industry needs to treat mental health support as it is: a transformative and additional value for the employer., EEOO surveys include bipolar disorder as a disability."
317,False,More than 1000,True,True,I don't know,Yes,No,No,Yes,Somewhat difficult,Physical health,Maybe,False,No,False,True,6.0,4.0,,,,,,,,,True,True,"No, none did",N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,"No, at none of my previous employers",False,False,7.0,5.0,No,,,,,No,False,No,Never,Never,No,7,Yes,Maybe,False,,,5,No,No,3,41,Male,India,,,India,,"My direct reporting colleague informed me that he has been undergoing treatment by physiologist for Anxiety attacks from last 1 year. He asked if i being his boss will be able to help him  if any situation arrises and he needs long leave., Awareness campaigns. Build trust of acceptance for such employees.
Explain provisions of support policies for such situations, Nothing"
318,True,,,,,,,,,,,,,,,,,,False,I know some,"No, because it would impact me negatively",,"No, because it would impact me negatively",Not applicable to me,Yes,1-25%,True,False,"Yes, they all did",I was aware of some,None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,8.0,8.0,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",Yes,True,No,Sometimes,Often,No,6,Maybe,No,False,,,6,No,No,3,33,Female,Portugal,,,Portugal,,My impression is that the subject is avoided. Deadlines and requirements could be less strict to promote overall better health.
319,False,1-5,True,False,Yes,No,No,Yes,I don't know,Somewhat difficult,Physical health,Yes,True,Maybe,True,True,6.0,3.0,,,,,,,,,True,True,"No, none did",N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,True,At some of my previous employers,True,True,5.0,5.0,Yes,Yes,,,"Psychotic Disorder (Schizophrenia, Schizoaffective, etc)",Yes,True,No,Sometimes,Often,No,10,Yes,Maybe,False,,,1,"Yes, I observed",Maybe/Not sure,4,41,m,Estonia,,,Estonia,,"It appeared that they were not very well informed about the issues and yet there was some understanding. I chose to reveal the extent of my problems slowly. I also only spoke about these to my direct superior leaving other coworkers somewhat in the dark and not discussing about my disorder and any mental aspects with them. They seemed to have a hunch that something was wrong, though. 
So I only opened up about the disorder/disorders I  have after I left the job a couple of years ago. PS. Since there was no option in the survey to be on benefit support I chose to write about my last employment., At times there was understanding, at others it took me to the brink and I had to bail out of the job since it started to appear to me that people took either advantage of me via gaslighting or began to poke and see how I felt and how I would react to various tests. The stress at times became unbearable. Though through the years it has become easier and more acceptable at least somewhat., They spoke of their own depression and it seemed to me that it was to elicit my own story so that I would open up. I saw little point in that. Another time I struck up a short lived friendship and lost it as I moved jobs.
There have been numerous times when I have been taken advantage of financially by employers., I do not think they took much note of the mental disorders, as I usually did not talk about them much., Already mentioned., They would speak about Asperger's or depression at times I did not relate much but it was more fun to hang with them than with neurotypicals., It was over 15 years ago, I cannot remember and feel that has been a good thing not to., I have no idea."
320,False,More than 1000,False,True,Yes,Yes,No,Yes,I don't know,Somewhat easy,Physical health,No,False,No,False,False,10.0,5.0,,,,,,,,,False,,,,,,,,,,,,,,,Possibly,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",,Possibly,False,Yes,Often,Often,No,2,Maybe,No,False,,,5,No,Maybe/Not sure,2,25,Male,United Kingdom,,,United Kingdom,,Be more open about mental health and allow employees the time off to seek help
321,False,6-25,True,True,No,No,Yes,No,No,Somewhat difficult,Physical health,No,True,Maybe,True,True,4.0,3.0,,,,,,,,,False,,,,,,,,,,,,,,,Yes,Yes,,,"Eating Disorder (Anorexia, Bulimia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Stress Response Syndromes",Yes,True,Yes,Sometimes,Often,Yes,5,Maybe,Maybe,False,,,5,"Yes, I observed","Yes, I observed",3,27,agender,Germany,,,Germany,,"We had a conversation about a potential burn-out situation of mine because of too much workload. The reactions were showing sympathy but no actions were taken towards a potential stress relieve., Discussion about a potential burn-out situation of mine because of too much workload. Reactions showed sympathy and some people felt the same., Some coworkers talked to me about burn-out, stress, anxiety and psychosomatic issues related to work., A couple of coworkers including myself were reaching out to get help in a potential burn-out situation but were ""talked out"" of our stress by our boss., Tech industry sometimes tends to be less open for people's weaknesses and individual strength because of a high level of abstraction in our daily work. It would help to actively see people as people and not as some kind of technical translator."
