,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you know local or online resources to seek help for a mental health issue?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you currently have a mental health disorder?,Have you ever been diagnosed with a mental health disorder?,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when NOT being treated effectively (i.e., when you are experiencing symptoms)?",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up your mental health with a potential employer in an interview?,Are you openly identified at work as a person with a mental health issue?,Has being identified as a person with a mental health issue affected your career?,How has it affected your career?,"If they knew you suffered from a mental health disorder, how do you think that team members/co-workers would react?",Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced supportive or well handled response to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What is your race?,What country do you work in?,What US state or territory do you work in?,What disorder(s) have you been diagnosed with?,"If possibly, what disorder(s) do you believe you have?","If so, what disorder(s) were you diagnosed with?",comments
345,0,100-500,1.0,1.0,Yes,Yes,Yes,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Yes,1.0,Yes,1.0,0.0,7.0,8.0,,,,,,,,,1,1.0,Some did,"Yes, I was aware of all of them",Some did,Some did,Sometimes,Same level of comfort for each,Some of my previous supervisors,1.0,At some of my previous employers,1.0,0.0,5.0,5.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,Maybe,8,No,No,1,1.0,7.0,7,"Yes, I experienced","Yes, I experienced",4,39,Male,United States of America,Illinois,White,United States of America,Illinois,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder","Explained that I am bipolar, was accommodated., Positive, I felt like I was compartmentalized, the fired, Describing that I was bipolar, Was compartmentalized then fired., Flexibility for days where work just isnt going to happen."
346,0,6-25,1.0,1.0,Yes,Yes,No,No,Yes,I don't know,Same level of comfort for each,Yes,1.0,Maybe,1.0,1.0,10.0,10.0,,,,,,,,,1,1.0,Some did,I was aware of some,None did,None did,"Yes, always",Physical health,Some of my previous supervisors,1.0,At some of my previous employers,1.0,1.0,8.0,7.0,Yes,Yes,Yes,1,Yes,Never,Sometimes,Yes,8,Maybe,No,0,,,7,No,No,4,44,female,United States of America,Wisconsin,White,United States of America,Wisconsin,,,"Mood Disorder (Depression, Bipolar Disorder, etc)","I told my direct supervisor (the CTO) that I would be out for therapy appointments every two weeks for approximately three months. I told him so that he wouldn't think I was interviewing. He was supportive and told me to do what I needed., I have a few friends at work to whom I've mentioned my depression. It was in conversational context and there was no strong reaction., My coworker told me about her therapy and medication. She is fairly open in talking about it in the workplace, usually as part of self-deprecating humor., After my boyfriend died, I had to discuss accommodations I would need to return to work while dealing with difficulty concentrating, flashbacks of time in the hospital, and stress level. They seemed uncomfortable but were accommodating and said I could do whatever was needed. They were very good about allowing me time off after his death, up to a point. Then hints were made that I should be returning to work (about 2 weeks after he entered the hospital, 1 week after his death). I returned to work 1 1/2 weeks after his death. I was definitely not ready, but didn't know how to broach the topic., With co-workers that I was friends with, I have been open about my depression. At one previous employer, we made a joke that everyone was on <company name>-meds because we all took anti-depressants. After my boyfriend died, I asked my co-workers to meet me to work at a coffee shop for a half day, so I could ease back into working. They all agreed and were very generous and accommodating., Other co-workers talked about their anxiety medication and anti-depressant medication with me if we were friends., Allow for mental health days, reasonable length of work day. Recognize that people don't work well when they're highly stressed or not able to take care of their needs because of overwork."
347,0,More than 1000,1.0,1.0,Yes,Yes,I don't know,I don't know,I don't know,Very easy,Physical health,Yes,1.0,Maybe,0.0,0.0,5.0,2.0,,,,,,,,,1,1.0,"Yes, they all did","Yes, I was aware of all of them",None did,Some did,I don't know,Physical health,Some of my previous supervisors,1.0,At some of my previous employers,0.0,0.0,8.0,2.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,,8,Maybe,No,0,,,6,Maybe/Not sure,"Yes, I experienced",3,33,Female,United States of America,Texas,White,United States of America,Texas,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)","I told my boss that I would be out of the office every Monday at 1 to go to therapy. She was very supportive., I gave my former boss a medical note that said I couldn’t work more than 40 hours a week and she was shocked and questioned that I was even working more than 40 hours a week and said she would share it with her boss. , Have open discussions about mental health"
348,0,100-500,1.0,1.0,No,,No,No,No,I don't know,Same level of comfort for each,Yes,0.0,Yes,0.0,0.0,5.0,0.0,,,,,,,,,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Same level of comfort for each,"Yes, all of my previous supervisors",0.0,"Yes, at all of my previous employers",0.0,0.0,5.0,0.0,Yes,Yes,No,1,I don't know,Rarely,Rarely,No,10,Maybe,Maybe,0,,,5,No,No,3,38,male,Hong Kong,,,Hong Kong,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",We should be more actively support people with mental health issue.
349,0,6-25,1.0,1.0,I don't know,No,Yes,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,1.0,Yes,1.0,0.0,6.0,6.0,,,,,,,,,1,0.0,I don't know,N/A (was not aware),None did,None did,Sometimes,Same level of comfort for each,"Yes, all of my previous supervisors",1.0,At some of my previous employers,1.0,1.0,5.0,5.0,Yes,Yes,Possibly,1,I don't know,Sometimes,Sometimes,No,8,Maybe,No,0,,,6,No,No,4,42,Male,Australia,,,Australia,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",
350,1,,,,,,,,,,,,,,,,,,1.0,I know some,"No, because it doesn't matter",,"Sometimes, if it comes up",No change,Yes,26-50%,1,1.0,Some did,I was aware of some,Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,0.0,4.0,3.0,Yes,Yes,Yes,1,I don't know,Sometimes,Often,No,5,Maybe,No,0,,,5,Maybe/Not sure,"Yes, I observed",3,57,Male,United States of America,Illinois,White,United States of America,Illinois,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder",
351,0,100-500,0.0,1.0,No,No,No,No,I don't know,Neither easy nor difficult,Physical health,No,0.0,No,0.0,0.0,4.0,5.0,,,,,,,,,1,0.0,"No, none did","Yes, I was aware of all of them",None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,4.0,5.0,Possibly,,Yes,1,Yes,Often,Often,No,2,No,No,0,,,4,Maybe/Not sure,Maybe/Not sure,2,28,male,Germany,,,Germany,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Stress Response Syndromes",,No pressure from above. No Top-Down Bullshit. Listen more to developers what is possible to achieve. More professionals or previous developers and not assholes as managers.
352,0,26-100,1.0,1.0,No,No,Yes,No,I don't know,Very easy,Mental health,No,1.0,Yes,1.0,1.0,7.0,5.0,,,,,,,,,1,1.0,"No, none did","No, I only became aware later",None did,None did,I don't know,Mental health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,3.0,0.0,Yes,Yes,Possibly,1,No,Sometimes,Often,No,10,Maybe,Maybe,1,1.0,3.0,7,Maybe/Not sure,"Yes, I experienced",2,31,male,France,,,France,,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Eating Disorder (Anorexia, Bulimia, etc), Post-traumatic Stress Disorder, Addictive Disorder","Oh my... An open question... First of all, sorry, English is not my main language, so please bare with me. I work in an IT consulting firm and I faced 2 burnouts, clients were to blame every-time because they were looking for code monkeys instead of software crafts·men·women that care a  about quality (the vast majority of my coworkers). My company was supportive, I had the time to put myself back together but no real solution was found (yet) to prevent consultants to be appointed to unhealthy environments. But they are working on it. In France, it's called occupational stress prevention (prévention des risques psychosociaux), many people here fell very uneasy about the term mental health, to be honest, I really don't know what to do to raise awareness about this issue. , It was a mixed bag. We all react differently to oppression (that lead to depression) in the workplace. Some said to me to ""man up"" some others were compassionate. I described my experiences and detailed the many defence mechanisms I developed over the years to fight against unhealthy behaviours. Oppression, alienation at work, sexism, lack of quality in our craft, lack of empathy, rejected ideas for unfair and political reasons and so on. Politics is everywhere nowadays, I believe that everyone is politically engaged and it's hard to find a common ground that allow us to move forward., One of my coworker faced the same issue as me back then, I was alerted by my human resource manager to help him out. I was grateful to be part of that process and I believe I helped him to recover a bit. We discussed about the gap that exist between the corporate culture of the client he was working with and his desire as a software craftsman. I told him that it wasn't his fault, that he was doing what felt right to him, but his arguments was falling on deaf ears, they weren't interested about his expertise, they just wanted a mindless robot that can work tirelessly without asking too much questions. I told him that he was more than competent, that he was not an impostor., The industry need standards to prevent employees from developing mental heath issues, I believe that most of it can be prevented if it shows more consideration for the human condition. We are not machines, we need a sustainable work pace, we cannot be threatened all the time by unrealistic deadlines, a balance need to be found. , Thank you, I really needed this survey. Love you all ❤️"
353,1,,,,,,,,,,,,,,,,,,0.0,"Yes, I know several",Not applicable to me,,Not applicable to me,Not applicable to me,Not applicable to me,,1,0.0,"Yes, they all did","Yes, I was aware of all of them",None did,"Yes, they all did",I don't know,Same level of comfort for each,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,8.0,5.0,No,,No,0,No,Not applicable to me,Not applicable to me,,10,Maybe,No,0,,,5,No,No,3,34,Male,United States of America,Ohio,White,United States of America,Ohio,,,,
354,0,26-100,1.0,1.0,I don't know,No,No,I don't know,Yes,Very easy,Physical health,Yes,0.0,Maybe,0.0,0.0,8.0,7.0,,,,,,,,,0,,,,,,,,,,,,,,,No,,No,0,No,Not applicable to me,Not applicable to me,No,10,Yes,Yes,0,,,9,No,"Yes, I observed",3,35,Male,France,,,France,,,,,
355,0,100-500,1.0,1.0,I don't know,No,No,No,I don't know,I don't know,Physical health,Maybe,0.0,No,0.0,1.0,0.0,0.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,0.0,0.0,No,,No,0,No,Not applicable to me,Not applicable to me,No,5,No,No,0,,,5,No,"Yes, I observed",3,30,Male,United States of America,Tennessee,White,United States of America,Tennessee,,,,"It was about their bi-polar diagnosis and medication., I am not sure what they can do differently. Mental health issues are not something I have personal experience with and cannot speak to the treatment and response of employers, and I would not want to speak out of turn when it comes to mental health issues of which I know very little about. "
356,0,26-100,1.0,1.0,Yes,Yes,No,No,I don't know,Somewhat easy,Physical health,Yes,1.0,Maybe,1.0,1.0,8.0,8.0,,,,,,,,,1,1.0,Some did,I was aware of some,Some did,Some did,I don't know,Same level of comfort for each,Some of my previous supervisors,1.0,At some of my previous employers,0.0,0.0,7.0,9.0,Yes,Yes,Yes,1,No,Rarely,Often,No,6,Yes,Yes,1,1.0,1.0,5,Maybe/Not sure,"Yes, I experienced",4,30,Male,United States of America,North Dakota,White,United States of America,North Dakota,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder, Substance Use Disorder","I had a substance abuse issue I was working on getting over when I was hired here. The entire team has been nothing but supportive of my efforts to better myself and move on from this issue., I talked openly about needing to take a vacation to avoid burning out. This job is stressful, and I was in dire need of a break., I would love to see more open embracement of people with criminal records relating to substance abuse. Substance abuse in America is at about the same level as it has been for decades now, but arrests and incarcerations for it are at an all time high."
357,1,,,,,,,,,,,,,,,,,,1.0,"Yes, I know several","No, because it doesn't matter",No change,"Sometimes, if it comes up",No change,Yes,1-25%,1,1.0,Some did,"Yes, I was aware of all of them",Some did,Some did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,0.0,At some of my previous employers,1.0,0.0,0.0,0.0,Yes,Yes,Yes,1,Yes,Rarely,Often,No,5,No,No,0,,,5,Maybe/Not sure,"Yes, I observed",2,35,Male,Japan,,,United States of America,California,,,Attention Deficit Hyperactivity Disorder,"Talked about side effects from various medications., Insurance and flex-time for doctor appointments., I've been lucky enough to work for great places, but lots of places are very bad in general. "
358,0,26-100,1.0,1.0,I don't know,No,No,No,I don't know,Very easy,Same level of comfort for each,Maybe,0.0,Yes,0.0,1.0,5.0,5.0,,,,,,,,,1,0.0,"Yes, they all did",I was aware of some,"Yes, they all did","Yes, they all did",I don't know,Physical health,"Yes, all of my previous supervisors",0.0,At some of my previous employers,1.0,1.0,5.0,5.0,No,,No,0,Yes,Not applicable to me,Not applicable to me,,5,No,No,0,,,5,"Yes, I observed",No,2,40,SWM,United States of America,New Jersey,White,United States of America,New Jersey,,,,"Mostly checking on folks who are obviously suffering from various stages of burnout., A possibly depressive former coworker, was let go for basically unspecified reasons after kind of spiraling down for several months., The industry in general seems to have a fetish for the manic portion of the bipolar cycle, while actively looking down upon the depressive portion of the cycle, or those ""normal"" mental health (aka 1x employees).  Not sure what the industry can actually do except stop being so macho about money and growth and productivity."
359,0,26-100,0.0,1.0,I don't know,No,No,I don't know,I don't know,I don't know,Physical health,Maybe,0.0,Maybe,0.0,0.0,3.0,3.0,,,,,,,,,1,1.0,Some did,I was aware of some,None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,7.0,5.0,No,,No,0,No,Not applicable to me,Not applicable to me,,10,Yes,Maybe,0,,,5,Maybe/Not sure,Maybe/Not sure,1,39,male,United States of America,Illinois,White,United States of America,Illinois,,,,Anything. I don't think it's addressed at all.
360,0,26-100,1.0,1.0,I don't know,No,No,No,I don't know,I don't know,Physical health,Maybe,0.0,Maybe,0.0,0.0,0.0,2.0,,,,,,,,,1,0.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,I don't know,0.0,"No, at none of my previous employers",0.0,0.0,8.0,2.0,No,,No,0,Yes,Not applicable to me,Not applicable to me,,3,No,No,0,,,4,No,No,2,24,m,United States of America,Utah,White,United States of America,Utah,,,,
361,0,100-500,1.0,1.0,Yes,Yes,No,I don't know,Yes,Somewhat difficult,Physical health,Maybe,1.0,Maybe,0.0,1.0,7.0,4.0,,,,,,,,,1,1.0,Some did,"Yes, I was aware of all of them",None did,Some did,I don't know,Physical health,Some of my previous supervisors,1.0,At some of my previous employers,1.0,1.0,7.0,3.0,Possibly,,Yes,1,I don't know,Sometimes,Often,Yes,9,No,No,0,,,10,No,"Yes, I observed",3,42,cis male,United States of America,Illinois,I prefer not to answer,United States of America,Illinois,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Stress Response Syndromes",,"I have talk to my bosses in the past about the overwhelming workloads we sometimes find ourselves in, and how it effects our mental health., pass for now, sorry, I accidentally answered this above., pass again sorry, same old discussion about stress usually., Stop working us so hard. Keep to the 40 hour work week. Plan resources so ""crunch time"" becomes an idea of the past."
