,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you know local or online resources to seek help for a mental health issue?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you currently have a mental health disorder?,Have you ever been diagnosed with a mental health disorder?,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when NOT being treated effectively (i.e., when you are experiencing symptoms)?",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up your mental health with a potential employer in an interview?,Are you openly identified at work as a person with a mental health issue?,Has being identified as a person with a mental health issue affected your career?,How has it affected your career?,"If they knew you suffered from a mental health disorder, how do you think that your team members/co-workers would react?",Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced a supportive or well handled response to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What is your race?,What country do you work in?,What US state or territory do you work in?,What disorder(s) have you been diagnosed with?,"If possibly, what disorder(s) do you believe you have?","If so, what disorder(s) were you diagnosed with?",comments
623,1,,,,,,,,,,,,,,,,,,1.0,"No, I don't know any",Not applicable to me,,Not applicable to me,Not applicable to me,Yes,1-25%,1,0.0,I don't know,N/A (was not aware),I don't know,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,Some of my previous employers,0.0,0.0,0.0,0.0,Don't Know,,Possibly,0,Yes,Not applicable to me,Not applicable to me,No,6,Maybe,No,0.0,,,5.0,No,No,3.0,36.0,male,United States of America,Indiana,White,United States of America,Indiana,,,,
624,0,100-500,1.0,1.0,Yes,No,No,No,I don't know,I don't know,Physical health,No,0.0,Maybe,0.0,0.0,8.0,4.0,,,,,,,,,1,1.0,Some did,I was aware of some,None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,5.0,1.0,Yes,Yes,Yes,1,No,Never,Sometimes,,5,No,No,0.0,,,5.0,Maybe/Not sure,No,3.0,40.0,"F, cisgender",United States of America,Washington,White,United States of America,Washington,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)","Having more people high in the management chain talk openly about their mental health issues without retaliation , I had a boss so bad and micromanaging that I had to up my antidepressant dose and start taking an additional anti-anxiety prescription. :("
625,0,26-100,1.0,1.0,No,,No,No,I don't know,Somewhat easy,Physical health,Yes,1.0,Yes,1.0,1.0,8.0,8.0,,,,,,,,,0,,,,,,,,,,,,,,,No,,Possibly,1,No,Rarely,Rarely,No,8,Yes,Maybe,0.0,,,8.0,No,"Yes, I experienced",3.0,28.0,Male,United Kingdom,,,United Kingdom,,,,,"Stress/depression, as a result they were understanding and lowered my workload for a period of time, I was depressed, they were understanding and shared similar stories, See above"
626,0,More than 1000,1.0,1.0,No,No,I don't know,I don't know,I don't know,Difficult,Physical health,No,0.0,No,0.0,0.0,8.0,4.0,,,,,,,,,0,,,,,,,,,,,,,,,Possibly,,No,0,No,Not applicable to me,Not applicable to me,No,3,Yes,No,0.0,,,5.0,No,No,3.0,21.0,Female,India,,,India,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Obsessive-Compulsive Disorder",,
627,0,500-1000,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,Maybe,0.0,Yes,1.0,1.0,7.0,5.0,,,,,,,,,1,1.0,Some did,I was aware of some,None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,4.0,0.0,Yes,Yes,Yes,1,Yes,Often,Often,,8,No,No,0.0,,,6.0,Maybe/Not sure,"Yes, I observed",1.0,46.0,Male,United States of America,Washington,White,United States of America,Washington,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder","Mostly it has been around making them aware of certain challenges I have. Overall, their reaction has been supportive., Talking about day-to-day challenges., The majority of the tech industry only pays lip service to true work/life balance. They talk about how important work/life balance is but they only truly reward the workaholics resulting in the crazy 50-60 hour work weeks and crunch time stories we all hear about and experience. Tech companies are designed as engines to turn youthful ambition into money in the most efficient way possible ... by burning through people and only keeping the absolute strongest, luckiest, or most ruthless."
628,0,6-25,1.0,1.0,Not eligible for coverage / NA,,No,No,I don't know,Neither easy nor difficult,Physical health,Maybe,0.0,Maybe,0.0,0.0,10.0,6.0,,,,,,,,,0,,,,,,,,,,,,,,,Yes,Yes,Yes,1,Yes,Rarely,Sometimes,No,5,Maybe,Maybe,0.0,,,4.0,No,No,3.0,20.0,male,Germany,,,Germany,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder",
629,0,More than 1000,0.0,1.0,Yes,Yes,I don't know,Yes,I don't know,Very easy,Physical health,Yes,1.0,Maybe,1.0,1.0,8.0,6.0,,,,,,,,,1,0.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,1.0,Some of my previous employers,1.0,1.0,5.0,5.0,Yes,Yes,Yes,1,I don't know,Rarely,Sometimes,No,9,Yes,Yes,0.0,,,5.0,"Yes, I experienced",Maybe/Not sure,2.0,30.0,Male,United States of America,Wisconsin,White,United States of America,Wisconsin,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)","I've talked with my direct supervisor when dealing with depressive episodes so that he is aware of how it may affect my work., I'm generally very open about dealing with depression around the office. It usually makes most people uncomfortable., My supervisor has talked with me about his feelings around burnout since he knows that I have dealt with it before., I don't feel comfortable sharing it, but it was at a previous job not in IT., Normalize mental health issues and support for them."
630,0,100-500,1.0,1.0,I don't know,No,Yes,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Yes,0.0,Maybe,0.0,0.0,8.0,8.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),I don't know,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,1.0,Some of my previous employers,1.0,0.0,9.0,7.0,No,,Yes,1,No,Rarely,Rarely,No,8,Maybe,Maybe,0.0,,,5.0,No,No,2.0,44.0,female,United States of America,Washington,White,United States of America,Washington,,,,"I had a panic attack at a company event, at the time I thought it was a heart attack and was taken to the ER. I discussed the tests and treatment with my manager they made sure I got time off when I needed it and made sure I was ok after the fact. , After the above event I spoke with coworkers present to let them know how I was doing and what happened. They were all supportive. , I think there is a great deal of pressure to work 60+ hours which leads to stress, anxiety and other mental health issues. Eliminating the pressure to work on vacation and take time to recharge and focus on personal care is important. "
631,1,,,,,,,,,,,,,,,,,,1.0,I know some,"Sometimes, if it comes up",No change,"Sometimes, if it comes up",No change,Yes,1-25%,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,Some of my previous employers,0.0,0.0,7.0,2.0,Yes,Yes,Possibly,1,I don't know,Sometimes,Sometimes,No,8,Yes,Yes,0.0,,,5.0,Maybe/Not sure,Maybe/Not sure,2.0,34.0,Male,United Kingdom,,,United Kingdom,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",Create an environment where it's OK to talk about it and get help without the fear of judgement and negetive impact of possible work/promotion opportunities
632,1,,,,,,,,,,,,,,,,,,1.0,"Yes, I know several","Sometimes, if it comes up",No change,"Sometimes, if it comes up",No change,Yes,26-50%,1,1.0,"No, none did","Yes, I was aware of all of them",None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",0.0,Some of my previous employers,1.0,1.0,10.0,5.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,,10,Maybe,No,0.0,,,8.0,"Yes, I observed",Maybe/Not sure,2.0,38.0,Female-ish,United States of America,Oregon,White,United States of America,Oregon,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Post-traumatic Stress Disorder, Dissociative Disorder","Talking about mental health with coworkers who also had mental health issues has always been supportive and productive., Awkwardness, pretending it didn't exist, encouraging unhealthy behaviors despite knowing that wasn't supportive., Stop being such fucking assholes, learn something about the topic, stop othering people, get some therapy, and learn to actual appreciate diversity instead of just talking about it., Thank you for your work!"
633,0,6-25,1.0,1.0,I don't know,No,I don't know,No,I don't know,I don't know,Physical health,Maybe,0.0,Maybe,0.0,0.0,7.0,5.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,I don't know,0.0,"No, at none of my previous employers",0.0,0.0,5.0,4.0,Yes,Yes,Yes,1,I don't know,Sometimes,Often,Yes,8,Yes,No,0.0,,,6.0,Maybe/Not sure,Maybe/Not sure,3.0,35.0,Male,United States of America,Maryland,White,United States of America,Maryland,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Post-traumatic Stress Disorder","Discuss mental health coverage in health-care benefits, discourage overworking, encourage people to take PTO and other time away from their desks, etc."
634,1,,,,,,,,,,,,,,,,,,1.0,"No, I don't know any",Not applicable to me,,Not applicable to me,Not applicable to me,Yes,76-100%,1,1.0,I don't know,N/A (was not aware),Some did,Some did,I don't know,Physical health,"No, none of my previous supervisors",0.0,Some of my previous employers,0.0,1.0,5.0,3.0,Possibly,,Possibly,0,Yes,Not applicable to me,Often,,3,Maybe,No,0.0,,,5.0,Maybe/Not sure,Maybe/Not sure,3.0,45.0,Female,United States of America,Oregon,White,United States of America,Oregon,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Substance Use Disorder",,
635,0,100-500,1.0,1.0,I don't know,No,No,No,I don't know,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,7.0,7.0,,,,,,,,,1,1.0,Some did,I was aware of some,Some did,None did,I don't know,Same level of comfort for each,"Yes, all of my previous supervisors",1.0,"Yes, at all of my previous employers",1.0,0.0,7.0,8.0,Yes,Yes,Yes,1,I don't know,Often,Often,No,10,Maybe,No,1.0,0.0,,10.0,No,"Yes, I experienced",4.0,35.0,Male,United Kingdom,,,United Kingdom,,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder","I don't have a problem discussing my ADHD, depression or my medication with anyone. I actually have a conference talk about ADHD :), Some of my co-workers know me/my condition so well that they can tell when I've forgotten to take my meds and will remind me, We have another person with ADHD on the team. We've shared our experience, When I first started treatment for depression I reacted badly to the antidepressants and had to work from home for a while, Talked with my team about why I was working from home, Previous employer had a psychologist come in once a week and any member of staff could privately book a session. More initiatives like that would be good"
636,0,6-25,1.0,1.0,Yes,No,No,No,I don't know,I don't know,Physical health,Maybe,0.0,Maybe,0.0,1.0,10.0,8.0,,,,,,,,,1,1.0,"Yes, they all did",N/A (was not aware),"Yes, they all did","Yes, they all did","Yes, always",Physical health,Some of my previous supervisors,0.0,"No, at none of my previous employers",0.0,0.0,10.0,8.0,No,,No,0,No,Not applicable to me,Not applicable to me,No,4,Maybe,Maybe,0.0,,,7.0,Maybe/Not sure,Maybe/Not sure,2.0,30.0,male,United States of America,Washington,White,United States of America,Washington,,,,"I've had coworkers allude to mental health in conversation, in a way that was clear that it pertained to their experience, but never outright discuss their direct experience., Reduce stigma, stop glorifying overwork, treat mental health like physical health, focus on long-term employee outcomes, value employee well-being in and of itself."
637,0,100-500,1.0,1.0,I don't know,No,No,I don't know,Yes,Very easy,Physical health,Yes,0.0,Yes,1.0,1.0,7.0,7.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,1.0,Some of my previous employers,1.0,1.0,5.0,5.0,No,,Yes,1,Yes,Not applicable to me,Not applicable to me,No,10,No,No,0.0,,,7.0,"Yes, I observed","Yes, I observed",3.0,22.0,Female,United States of America,Michigan,Asian,United States of America,Michigan,,,,Better awareness culture-wise. Admins letting employees know about options for treatment/time off
638,1,,,,,,,,,,,,,,,,,,1.0,"No, I don't know any",Not applicable to me,,Not applicable to me,Not applicable to me,Unsure,,1,1.0,Some did,"No, I only became aware later",None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,Some of my previous employers,,,7.0,4.0,No,,No,0,Yes,Not applicable to me,Not applicable to me,Yes,7,Yes,Maybe,0.0,,,5.0,No,No,3.0,33.0,Male,United States of America,California,White,United States of America,California,,,,More understanding.
639,1,,,,,,,,,,,,,,,,,,0.0,I know some,"No, because it would impact me negatively",,"Yes, always",I'm not sure,No,,1,1.0,"No, none did",N/A (none offered),None did,None did,No,Physical health,"No, none of my previous supervisors",0.0,"Yes, at all of my previous employers",1.0,0.0,0.0,0.0,Possibly,,Possibly,0,I don't know,Never,Sometimes,,10,Yes,No,1.0,0.0,,5.0,Maybe/Not sure,No,1.0,30.0,male,India,,,India,,,Obsessive-Compulsive Disorder,,"Just mentioned what I have and that it's common and doesn't make me bad or threatening in anyway. They seemed just stunned but I suppose it kind of slipped out of their memory over time. We had more pressing, terrible issues in the workplace than that., Follow the principles of compassionate coding. Stop promoting psychopaths. Treat gaslighting and mental torture the same as we treat sexual harassment."
640,0,100-500,1.0,1.0,Yes,Yes,No,Yes,I don't know,Difficult,Physical health,No,0.0,Maybe,0.0,1.0,7.0,7.0,,,,,,,,,1,1.0,Some did,I was aware of some,None did,Some did,I don't know,Physical health,"No, none of my previous supervisors",0.0,Some of my previous employers,1.0,1.0,5.0,5.0,No,,No,0,Yes,Not applicable to me,Not applicable to me,,5,No,No,0.0,,,4.0,No,No,3.0,41.0,Male,United States of America,Maryland,White,United States of America,Maryland,,,,Mental health is not separate from physical health.  Removing that stigma would improve access and acceptance.
641,0,26-100,1.0,1.0,I don't know,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Physical health,Maybe,0.0,No,0.0,1.0,4.0,4.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),I don't know,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,0.0,Some of my previous employers,1.0,0.0,4.0,4.0,No,,No,0,No,Not applicable to me,Not applicable to me,Yes,5,Maybe,Maybe,0.0,,,4.0,No,Maybe/Not sure,3.0,32.0,Male,United States of America,Washington,White,United States of America,Washington,,,,"Just in broad terms how someone was doing, or if they were having issues., I'm not sure -- at a certain point it seems like it's an unfair burden to the employer. There is a limit, I think, of what you should expect others to do for you."
642,0,100-500,1.0,1.0,Yes,Yes,No,I don't know,I don't know,Very easy,Physical health,Yes,0.0,Maybe,0.0,1.0,8.0,8.0,,,,,,,,,1,1.0,"Yes, they all did","Yes, I was aware of all of them",None did,"Yes, they all did",I don't know,Physical health,Some of my previous supervisors,0.0,Some of my previous employers,0.0,0.0,8.0,8.0,No,,No,0,No,Not applicable to me,Not applicable to me,,7,Yes,No,0.0,,,5.0,No,No,4.0,48.0,Male,United States of America,Alabama,White,United States of America,Alabama,,,,A direct report talked to me about his child's mental health issue.
643,0,26-100,1.0,1.0,Yes,,No,No,I don't know,Neither easy nor difficult,Physical health,No,0.0,Maybe,1.0,0.0,8.0,0.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,Some of my previous employers,1.0,0.0,6.0,0.0,No,,Yes,1,Yes,Rarely,Rarely,Yes,9,No,No,0.0,,,6.0,"Yes, I observed",Maybe/Not sure,2.0,32.0,male,Germany,,,Germany,,,,,"Burnout in a previous job, which was mostly met with sympathy., Burnout and Depression, both of which were met with sympathy., When previous coworkers mentioned mental health, they would sometimes get derided and made fun of by management, especially if they were women., Raise more awareness, create an environment where openness and respect is celebrated. "
644,0,500-1000,0.0,1.0,I don't know,No,No,I don't know,I don't know,I don't know,Physical health,No,0.0,Maybe,0.0,0.0,8.0,5.0,,,,,,,,,1,0.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,Some of my previous employers,0.0,0.0,5.0,2.0,Possibly,,Possibly,0,I don't know,Not applicable to me,Often,,5,Yes,No,0.0,,,5.0,No,No,2.0,30.0,Male,United States of America,Maine,White,United States of America,Maine,,Stress Response Syndromes,,Talk about it more.
645,0,26-100,0.0,1.0,Yes,No,No,No,Yes,Difficult,Physical health,Yes,1.0,Maybe,1.0,1.0,7.0,3.0,,,,,,,,,1,0.0,Some did,"No, I only became aware later",None did,None did,Sometimes,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,4.0,2.0,Yes,Yes,Yes,1,Yes,Rarely,Often,No,10,Maybe,Maybe,0.0,,,3.0,Maybe/Not sure,No,3.0,45.0,Female,United States of America,California,White,United States of America,California,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",
646,1,,,,,,,,,,,,,,,,,,1.0,I know some,"Sometimes, if it comes up",I'm not sure,"Sometimes, if it comes up",I'm not sure,Yes,1-25%,1,1.0,"Yes, they all did",I was aware of some,None did,Some did,I don't know,Same level of comfort for each,"Yes, all of my previous supervisors",1.0,Some of my previous employers,1.0,1.0,8.0,8.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,No,10,No,No,1.0,0.0,,8.0,No,"Yes, I experienced",3.0,31.0,Female,United States of America,Texas,White,United States of America,Texas,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder",
647,0,26-100,1.0,1.0,No,No,No,No,I don't know,Difficult,Physical health,No,0.0,Maybe,0.0,0.0,3.0,0.0,,,,,,,,,0,,,,,,,,,,,,,,,Possibly,,Don't Know,0,No,Not applicable to me,Often,,5,No,No,0.0,,,5.0,No,No,2.0,32.0,\-,United Kingdom,,,United Kingdom,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Post-traumatic Stress Disorder",,More pressure on employers to offer support and guidelines for employees
